Timestamp,What is your age?,What is your gender?,What is your University name?,Your current year of study?,How many cups of caffeine (tea/coffee/energy drinks) do you have daily?,How often do you use electronic devices (phone/laptop) in bed before sleep?,How often do you feel cognitive load?,How often do you feel stressed?,"How would you rate your ""Mental Stamina"" (the ability to think hard for long periods)?","How often do you find yourself ""spacing out"" or losing your train of thought during conversations?","Do you experience ""Audio Lag"" (hearing someone speak but taking a few seconds to understand the meaning)?","On average, how many hours of actual sleep do you get per night?",How often do you wake up in the middle of the night?,How would you rate your overall sleep quality?,How often do you forget basic information in your daily life?,"How much do you rely on ""external reminders"" (alarms, notes, friends) to remember basic daily tasks?","How frequently do you experience ""Brain Fog"" (confusion or lack of clarity)?",How many academic deadlines have you missed or delayed in the last month?,To what extent do you feel sleep deprivation is lowering your GPA?,How often does physical or mental fatigue prevent you from completing your daily goals? ,Do you struggle with making quick decisions or solving logical problems?
2026/03/19 08:43:53 AM GMT+6,24,Female,Jahangirnagar University,4th Year,3â€“4,Never,Sometimes,Rarely,2 (Fading Fast),Rarely,No,6â€“7 hours,Sometimes,2 (Poor),Sometimes,Completely dependent,Never,3â€“4,Minor impact,Never,Sometimes
2026/03/27 07:26:27 AM GMT+6,24,Male,BUET,4th Year,3â€“4,Never,Always,Rarely,3 (Full Energy),Always,No,Less than 5 hours,Sometimes,4 (Good),Always,Completely dependent,Sometimes,5 or more,Minor impact,Never,Always
2026/03/19 06:04:32 PM GMT+6,23,Female,DIU,2nd Year,5 or more,Always,Sometimes,Always,3 (Full Energy),Always,No,Less than 5 hours,Never,2 (Poor),Never,Sometimes,Sometimes,3â€“4,Minor impact,Sometimes,Sometimes
2026/04/19 07:39:24 AM GMT+6,24,Male,Khulna University,3rd Year,3â€“4,Always,Sometimes,Often,2 (Fading Fast),Sometimes,Maybe,More than 8 hours,Never,1 (Very Poor),Always,Completely dependent,Sometimes,5 or more,Minor impact,Sometimes,Always
2026/04/01 05:01:37 AM GMT+6,26,Male,Sylhet Agricultural University,Graduated,1â€“2,Always,Rarely,Sometimes,3 (Full Energy),Always,No,6â€“7 hours,Never,3 (Average),Rarely,Sometimes,Never,1â€“2,Severe impact,Rarely,Never
2026/03/16 03:42:11 AM GMT+6,25,Male,IUT,Graduated,1â€“2,Sometimes,Sometimes,Often,3 (Full Energy),Always,No,7â€“8 hours,Always,5 (Excellent),Rarely,Completely dependent,Always,3â€“4,Severe impact,Often,Sometimes
2026/04/06 07:07:13 PM GMT+6,25,Male,IUT,Graduated,3â€“4,Always,Never,Rarely,3 (Full Energy),Rarely,Yes,More than 8 hours,Never,2 (Poor),Never,Not at all,Never,1â€“2,Moderate impact,Often,Always
2026/03/30 05:59:54 AM GMT+6,24,Male,North South University (NSU),3rd Year,5 or more,Always,Never,Rarely,3 (Full Energy),Never,No,More than 8 hours,Always,5 (Excellent),Always,Not at all,Never,5 or more,Moderate impact,Often,Never
2026/04/20 05:18:18 AM GMT+6,25,Female,BRAC University,2nd Year,1â€“2,Never,Rarely,Rarely,1 (Total Exhaustion),Always,No,Less than 5 hours,Never,2 (Poor),Rarely,Sometimes,Sometimes,3â€“4,No impact,Never,Always
2026/04/23 07:27:18 PM GMT+6,26,Female,"Independent University, Bangladesh (IUB)",4th Year,1â€“2,Never,Rarely,Often,3 (Full Energy),Always,Yes,7â€“8 hours,Always,1 (Very Poor),Never,Completely dependent,Sometimes,1â€“2,Moderate impact,Never,Always
2026/03/09 06:22:20 AM GMT+6,26,Female,DIU,4th Year,1â€“2,Sometimes,Never,Often,3 (Full Energy),Rarely,Yes,5â€“6 hours,Never,5 (Excellent),Sometimes,Completely dependent,Always,1â€“2,Moderate impact,Always,Sometimes
2026/03/31 11:58:13 PM GMT+6,19,Male,Asian University for Women,1st Year,1â€“2,Never,Sometimes,Rarely,3 (Full Energy),Sometimes,No,6â€“7 hours,Sometimes,3 (Average),Never,Sometimes,Always,3â€“4,Severe impact,Sometimes,Always
2026/03/25 05:59:13 PM GMT+6,26,Male,Stamford University,4th Year,1â€“2,Always,Never,Often,2 (Fading Fast),Sometimes,Maybe,7â€“8 hours,Never,5 (Excellent),Always,Not at all,Never,5 or more,Minor impact,Rarely,Always
2026/03/25 10:29:14 PM GMT+6,19,Female,University of Rajshahi,1st Year,5 or more,Always,Never,Rarely,1 (Total Exhaustion),Always,Yes,6â€“7 hours,Sometimes,5 (Excellent),Sometimes,Completely dependent,Never,1â€“2,High impact,Often,Sometimes
2026/04/09 10:34:23 PM GMT+6,27,Female,MIST,3rd Year,5 or more,Always,Never,Never,2 (Fading Fast),Sometimes,Yes,7â€“8 hours,Always,2 (Poor),Never,Not at all,Sometimes,1â€“2,Moderate impact,Rarely,Always
2026/03/28 03:11:43 AM GMT+6,28,Female,Comilla University,2nd Year,5 or more,Sometimes,Sometimes,Never,1 (Total Exhaustion),Never,No,More than 8 hours,Sometimes,2 (Poor),Never,Sometimes,Always,1â€“2,Minor impact,Never,Never
2026/03/24 06:10:08 AM GMT+6,23,Male,Noakhali STU,3rd Year,3â€“4,Never,Never,Sometimes,3 (Full Energy),Always,Maybe,5â€“6 hours,Never,3 (Average),Always,Sometimes,Never,3â€“4,No impact,Rarely,Sometimes
2026/04/21 08:15:51 PM GMT+6,25,Male,Comilla University,Graduated,5 or more,Always,Never,Always,1 (Total Exhaustion),Rarely,Yes,Less than 5 hours,Never,3 (Average),Never,Completely dependent,Always,5 or more,High impact,Sometimes,Never
2026/03/29 10:24:53 PM GMT+6,25,Female,IIUC Chittagong,Graduated,5 or more,Always,Always,Sometimes,3 (Full Energy),Rarely,No,5â€“6 hours,Sometimes,2 (Poor),Always,Sometimes,Sometimes,3â€“4,Minor impact,Always,Always
2026/04/21 04:31:08 PM GMT+6,22,Male,Jagannath University,2nd Year,5 or more,Never,Never,Sometimes,1 (Total Exhaustion),Always,Yes,More than 8 hours,Never,1 (Very Poor),Always,Sometimes,Always,5 or more,No impact,Often,Never
2026/04/06 01:19:04 AM GMT+6,25,Female,AUST,4th Year,5 or more,Sometimes,Always,Rarely,3 (Full Energy),Sometimes,Yes,Less than 5 hours,Always,5 (Excellent),Always,Not at all,Never,5 or more,Severe impact,Sometimes,Sometimes
2026/04/18 03:37:40 PM GMT+6,25,Male,Begum Rokeya University,4th Year,5 or more,Rarely,Rarely,Sometimes,2 (Fading Fast),Rarely,No,6â€“7 hours,Sometimes,5 (Excellent),Always,Not at all,Never,1â€“2,Moderate impact,Always,Never
2026/04/28 10:45:59 PM GMT+6,24,Male,University of Rajshahi,1st Year,3â€“4,Never,Never,Rarely,2 (Fading Fast),Never,Yes,6â€“7 hours,Never,4 (Good),Rarely,Completely dependent,Never,3â€“4,Moderate impact,Rarely,Never
2026/04/25 07:00:16 AM GMT+6,26,Male,Metropolitan University,Graduated,3â€“4,Sometimes,Sometimes,Often,2 (Fading Fast),Always,Yes,5â€“6 hours,Never,3 (Average),Sometimes,Completely dependent,Always,3â€“4,No impact,Always,Always
2026/04/04 12:15:38 PM GMT+6,24,Female,Green University,Graduated,5 or more,Always,Never,Sometimes,3 (Full Energy),Rarely,No,Less than 5 hours,Never,5 (Excellent),Never,Not at all,Sometimes,3â€“4,Minor impact,Never,Always
2026/03/05 10:30:15 AM GMT+6,26,Female,DIU,Graduated,5 or more,Always,Always,Never,3 (Full Energy),Always,Maybe,More than 8 hours,Sometimes,3 (Average),Sometimes,Sometimes,Always,5 or more,Severe impact,Never,Never
2026/04/26 11:54:50 PM GMT+6,27,Male,Metropolitan University,3rd Year,5 or more,Never,Always,Never,1 (Total Exhaustion),Always,Yes,6â€“7 hours,Never,5 (Excellent),Always,Not at all,Sometimes,5 or more,Severe impact,Rarely,Never
2026/03/18 12:27:15 AM GMT+6,26,Female,Begum Rokeya University,Graduated,3â€“4,Never,Always,Rarely,3 (Full Energy),Rarely,Maybe,Less than 5 hours,Sometimes,3 (Average),Sometimes,Not at all,Never,1â€“2,Moderate impact,Never,Always
2026/03/10 09:09:52 AM GMT+6,26,Female,North South University (NSU),4th Year,3â€“4,Never,Never,Sometimes,3 (Full Energy),Never,Yes,Less than 5 hours,Never,4 (Good),Never,Sometimes,Sometimes,1â€“2,High impact,Often,Sometimes
2026/04/27 01:42:08 AM GMT+6,20,Male,Begum Rokeya University,1st Year,3â€“4,Never,Rarely,Always,2 (Fading Fast),Always,Yes,6â€“7 hours,Always,5 (Excellent),Always,Completely dependent,Always,1â€“2,High impact,Often,Always
2026/03/07 07:46:07 PM GMT+6,25,Female,Begum Rokeya University,4th Year,5 or more,Never,Never,Rarely,1 (Total Exhaustion),Sometimes,Maybe,5â€“6 hours,Always,4 (Good),Never,Sometimes,Sometimes,5 or more,Moderate impact,Rarely,Never
2026/03/10 07:23:00 PM GMT+6,21,Male,SUST,1st Year,1â€“2,Sometimes,Rarely,Always,1 (Total Exhaustion),Sometimes,Maybe,7â€“8 hours,Always,3 (Average),Sometimes,Not at all,Sometimes,3â€“4,Moderate impact,Rarely,Sometimes
2026/04/15 07:46:01 AM GMT+6,22,Female,AIUB,1st Year,5 or more,Always,Always,Often,2 (Fading Fast),Never,No,5â€“6 hours,Never,1 (Very Poor),Never,Completely dependent,Always,5 or more,Severe impact,Often,Never
2026/03/17 09:53:10 AM GMT+6,21,Male,Noakhali STU,1st Year,3â€“4,Sometimes,Never,Never,2 (Fading Fast),Never,Yes,5â€“6 hours,Never,5 (Excellent),Never,Sometimes,Sometimes,5 or more,No impact,Never,Never
2026/04/29 06:53:01 AM GMT+6,28,Female,Noakhali STU,4th Year,5 or more,Never,Always,Rarely,1 (Total Exhaustion),Always,Maybe,More than 8 hours,Never,2 (Poor),Never,Sometimes,Never,5 or more,Moderate impact,Never,Never
2026/03/31 07:17:27 PM GMT+6,27,Male,Begum Rokeya University,3rd Year,1â€“2,Always,Sometimes,Rarely,1 (Total Exhaustion),Rarely,Yes,More than 8 hours,Sometimes,4 (Good),Always,Sometimes,Never,1â€“2,Minor impact,Always,Sometimes
2026/04/09 07:31:19 PM GMT+6,23,Female,Begum Rokeya University,3rd Year,5 or more,Sometimes,Rarely,Rarely,2 (Fading Fast),Always,Yes,More than 8 hours,Always,5 (Excellent),Rarely,Sometimes,Sometimes,3â€“4,High impact,Sometimes,Never
2026/04/09 08:07:00 AM GMT+6,22,Male,MIST,2nd Year,1â€“2,Never,Sometimes,Always,1 (Total Exhaustion),Always,Maybe,6â€“7 hours,Always,1 (Very Poor),Never,Not at all,Always,5 or more,Moderate impact,Often,Never
2026/03/07 05:17:33 AM GMT+6,25,Male,East West University,Graduated,5 or more,Rarely,Never,Sometimes,2 (Fading Fast),Always,Maybe,More than 8 hours,Always,1 (Very Poor),Sometimes,Not at all,Sometimes,5 or more,High impact,Rarely,Never
2026/03/18 08:06:54 AM GMT+6,26,Male,UIU,Graduated,3â€“4,Always,Always,Often,2 (Fading Fast),Never,Maybe,7â€“8 hours,Always,5 (Excellent),Sometimes,Sometimes,Sometimes,3â€“4,Minor impact,Always,Never
2026/03/07 05:36:20 PM GMT+6,21,Male,AUST,1st Year,5 or more,Rarely,Never,Never,1 (Total Exhaustion),Rarely,Yes,Less than 5 hours,Sometimes,4 (Good),Always,Sometimes,Sometimes,1â€“2,Severe impact,Sometimes,Always
2026/03/28 03:01:18 PM GMT+6,26,Male,University of Asia Pacific (UAP),2nd Year,3â€“4,Sometimes,Always,Often,1 (Total Exhaustion),Never,No,7â€“8 hours,Never,5 (Excellent),Never,Sometimes,Never,5 or more,Moderate impact,Often,Never
2026/03/01 01:14:32 PM GMT+6,22,Male,SUST,2nd Year,5 or more,Rarely,Sometimes,Sometimes,2 (Fading Fast),Always,Maybe,Less than 5 hours,Never,1 (Very Poor),Always,Completely dependent,Never,1â€“2,High impact,Always,Always
2026/03/11 06:06:58 AM GMT+6,24,Female,Sylhet Agricultural University,3rd Year,5 or more,Rarely,Never,Always,2 (Fading Fast),Sometimes,No,5â€“6 hours,Always,1 (Very Poor),Never,Completely dependent,Sometimes,3â€“4,Moderate impact,Never,Sometimes
2026/04/01 09:10:44 PM GMT+6,21,Male,University of Chittagong,1st Year,5 or more,Sometimes,Never,Sometimes,2 (Fading Fast),Sometimes,Yes,5â€“6 hours,Never,5 (Excellent),Rarely,Completely dependent,Always,1â€“2,Minor impact,Never,Never
2026/03/30 11:47:00 AM GMT+6,25,Female,Jahangirnagar University,4th Year,1â€“2,Rarely,Rarely,Sometimes,3 (Full Energy),Rarely,No,Less than 5 hours,Never,4 (Good),Sometimes,Completely dependent,Sometimes,1â€“2,Minor impact,Never,Always
2026/04/16 06:56:04 PM GMT+6,26,Female,Khulna University,Graduated,5 or more,Always,Never,Never,2 (Fading Fast),Rarely,Maybe,More than 8 hours,Never,5 (Excellent),Never,Sometimes,Never,1â€“2,No impact,Never,Always
2026/04/14 02:29:56 PM GMT+6,21,Male,University of Dhaka,1st Year,1â€“2,Rarely,Sometimes,Sometimes,2 (Fading Fast),Never,No,6â€“7 hours,Always,5 (Excellent),Always,Not at all,Always,1â€“2,Minor impact,Often,Never
2026/03/31 07:12:36 PM GMT+6,23,Female,Stamford University,2nd Year,5 or more,Always,Sometimes,Always,2 (Fading Fast),Never,No,7â€“8 hours,Always,2 (Poor),Never,Completely dependent,Never,3â€“4,No impact,Rarely,Sometimes
2026/03/12 01:10:49 PM GMT+6,21,Male,AUST,1st Year,3â€“4,Never,Always,Never,2 (Fading Fast),Always,Maybe,More than 8 hours,Sometimes,4 (Good),Never,Completely dependent,Sometimes,1â€“2,No impact,Rarely,Always
2026/04/29 11:47:28 AM GMT+6,28,Female,DIU,3rd Year,1â€“2,Rarely,Always,Always,1 (Total Exhaustion),Sometimes,Yes,5â€“6 hours,Always,3 (Average),Sometimes,Sometimes,Always,3â€“4,Minor impact,Never,Always
2026/04/05 04:23:01 AM GMT+6,23,Female,North South University (NSU),3rd Year,3â€“4,Always,Never,Always,1 (Total Exhaustion),Rarely,Yes,More than 8 hours,Sometimes,1 (Very Poor),Rarely,Not at all,Always,1â€“2,Moderate impact,Sometimes,Sometimes
2026/04/21 01:19:46 AM GMT+6,23,Male,AIUB,3rd Year,5 or more,Sometimes,Rarely,Always,3 (Full Energy),Sometimes,Maybe,7â€“8 hours,Never,2 (Poor),Sometimes,Sometimes,Never,1â€“2,High impact,Rarely,Always
2026/03/19 08:47:33 AM GMT+6,25,Female,IIUC Chittagong,Graduated,1â€“2,Sometimes,Sometimes,Sometimes,1 (Total Exhaustion),Rarely,Maybe,7â€“8 hours,Never,2 (Poor),Never,Not at all,Always,1â€“2,Moderate impact,Always,Never
2026/04/03 02:01:20 AM GMT+6,23,Female,Comilla University,4th Year,1â€“2,Rarely,Always,Rarely,2 (Fading Fast),Never,Maybe,Less than 5 hours,Never,1 (Very Poor),Rarely,Sometimes,Never,5 or more,Severe impact,Sometimes,Always
2026/03/03 03:36:07 AM GMT+6,26,Male,University of Asia Pacific (UAP),4th Year,3â€“4,Always,Always,Rarely,2 (Fading Fast),Never,Yes,5â€“6 hours,Sometimes,4 (Good),Never,Completely dependent,Sometimes,3â€“4,Moderate impact,Always,Sometimes
2026/04/27 02:19:01 PM GMT+6,28,Male,Jagannath University,3rd Year,1â€“2,Sometimes,Always,Rarely,3 (Full Energy),Never,Maybe,5â€“6 hours,Sometimes,5 (Excellent),Never,Sometimes,Sometimes,3â€“4,Severe impact,Often,Always
2026/04/12 09:18:27 PM GMT+6,23,Female,BUET,3rd Year,1â€“2,Never,Sometimes,Sometimes,2 (Fading Fast),Rarely,Yes,More than 8 hours,Always,4 (Good),Never,Completely dependent,Always,1â€“2,Moderate impact,Always,Never
2026/03/15 11:20:34 PM GMT+6,24,Female,MIST,4th Year,3â€“4,Never,Never,Sometimes,1 (Total Exhaustion),Always,No,More than 8 hours,Never,5 (Excellent),Never,Sometimes,Always,5 or more,Moderate impact,Always,Never
2026/04/15 05:28:09 PM GMT+6,28,Male,UIU,4th Year,1â€“2,Sometimes,Always,Often,3 (Full Energy),Rarely,No,5â€“6 hours,Always,3 (Average),Rarely,Sometimes,Never,5 or more,High impact,Sometimes,Sometimes
2026/03/29 08:11:51 AM GMT+6,25,Female,Metropolitan University,Graduated,5 or more,Sometimes,Always,Rarely,1 (Total Exhaustion),Always,Maybe,6â€“7 hours,Never,3 (Average),Sometimes,Completely dependent,Never,5 or more,Severe impact,Never,Always
2026/03/22 01:47:43 PM GMT+6,24,Male,Begum Rokeya University,4th Year,1â€“2,Never,Always,Never,1 (Total Exhaustion),Sometimes,No,7â€“8 hours,Sometimes,4 (Good),Sometimes,Not at all,Sometimes,5 or more,Severe impact,Often,Sometimes
2026/04/27 12:31:19 PM GMT+6,22,Female,Begum Rokeya University,2nd Year,5 or more,Never,Never,Always,2 (Fading Fast),Sometimes,No,Less than 5 hours,Never,1 (Very Poor),Rarely,Not at all,Always,5 or more,High impact,Never,Always
2026/03/17 07:08:38 PM GMT+6,22,Male,"Independent University, Bangladesh (IUB)",1st Year,1â€“2,Sometimes,Never,Often,2 (Fading Fast),Never,Maybe,6â€“7 hours,Always,5 (Excellent),Rarely,Sometimes,Sometimes,3â€“4,No impact,Rarely,Sometimes
2026/04/20 08:12:28 PM GMT+6,24,Female,SUST,4th Year,5 or more,Rarely,Sometimes,Always,1 (Total Exhaustion),Sometimes,Maybe,7â€“8 hours,Sometimes,4 (Good),Sometimes,Completely dependent,Sometimes,3â€“4,Moderate impact,Sometimes,Never
2026/04/15 12:05:35 PM GMT+6,21,Female,BRAC University,2nd Year,1â€“2,Rarely,Never,Rarely,1 (Total Exhaustion),Always,Maybe,5â€“6 hours,Always,1 (Very Poor),Rarely,Sometimes,Always,3â€“4,Minor impact,Sometimes,Never
2026/04/03 04:26:25 PM GMT+6,24,Female,Khulna University,3rd Year,3â€“4,Rarely,Sometimes,Often,3 (Full Energy),Never,No,More than 8 hours,Never,4 (Good),Rarely,Completely dependent,Always,1â€“2,Minor impact,Always,Sometimes
2026/04/28 05:34:47 AM GMT+6,22,Female,DIU,2nd Year,1â€“2,Never,Never,Always,1 (Total Exhaustion),Always,Yes,6â€“7 hours,Sometimes,4 (Good),Sometimes,Sometimes,Never,5 or more,Minor impact,Rarely,Sometimes
2026/03/07 10:49:13 AM GMT+6,25,Male,AIUB,Graduated,3â€“4,Never,Rarely,Never,3 (Full Energy),Rarely,Yes,Less than 5 hours,Never,2 (Poor),Sometimes,Not at all,Never,1â€“2,Minor impact,Often,Sometimes
2026/03/23 06:57:36 PM GMT+6,24,Male,BUP,3rd Year,5 or more,Rarely,Rarely,Sometimes,1 (Total Exhaustion),Sometimes,No,7â€“8 hours,Never,1 (Very Poor),Rarely,Sometimes,Never,1â€“2,High impact,Never,Always
2026/03/12 09:15:55 PM GMT+6,25,Male,IIUC Chittagong,4th Year,3â€“4,Sometimes,Never,Always,1 (Total Exhaustion),Sometimes,Maybe,6â€“7 hours,Sometimes,5 (Excellent),Always,Sometimes,Sometimes,5 or more,Minor impact,Always,Sometimes
2026/03/29 06:14:25 AM GMT+6,23,Male,Green University,4th Year,5 or more,Sometimes,Rarely,Sometimes,3 (Full Energy),Sometimes,Maybe,More than 8 hours,Always,1 (Very Poor),Never,Not at all,Never,1â€“2,Minor impact,Always,Sometimes
2026/04/01 12:58:16 AM GMT+6,21,Male,Noakhali STU,1st Year,5 or more,Always,Rarely,Sometimes,1 (Total Exhaustion),Never,Yes,Less than 5 hours,Never,2 (Poor),Never,Sometimes,Always,1â€“2,No impact,Never,Always
2026/03/09 08:56:21 AM GMT+6,26,Male,Noakhali STU,Graduated,3â€“4,Never,Sometimes,Often,3 (Full Energy),Always,Maybe,6â€“7 hours,Always,3 (Average),Always,Sometimes,Never,5 or more,High impact,Often,Always
2026/04/10 04:00:50 PM GMT+6,20,Female,University of Asia Pacific (UAP),1st Year,1â€“2,Sometimes,Rarely,Never,1 (Total Exhaustion),Never,Maybe,More than 8 hours,Never,4 (Good),Sometimes,Not at all,Sometimes,1â€“2,Moderate impact,Rarely,Always
2026/04/22 11:16:04 AM GMT+6,24,Male,Begum Rokeya University,Graduated,5 or more,Never,Always,Sometimes,2 (Fading Fast),Never,Maybe,Less than 5 hours,Always,4 (Good),Always,Sometimes,Sometimes,1â€“2,High impact,Often,Always
2026/04/10 09:27:06 AM GMT+6,25,Male,Jagannath University,4th Year,5 or more,Rarely,Rarely,Never,3 (Full Energy),Always,Yes,More than 8 hours,Never,1 (Very Poor),Sometimes,Not at all,Never,5 or more,High impact,Often,Sometimes
2026/03/13 02:52:44 PM GMT+6,25,Male,Sylhet Agricultural University,Graduated,3â€“4,Rarely,Always,Sometimes,2 (Fading Fast),Rarely,Yes,6â€“7 hours,Never,2 (Poor),Never,Completely dependent,Always,5 or more,Moderate impact,Sometimes,Sometimes
2026/03/26 05:46:45 PM GMT+6,21,Female,Khulna University,1st Year,5 or more,Sometimes,Always,Rarely,2 (Fading Fast),Sometimes,Maybe,6â€“7 hours,Sometimes,3 (Average),Sometimes,Completely dependent,Never,3â€“4,Moderate impact,Often,Always
2026/04/30 08:56:00 AM GMT+6,26,Male,University of Chittagong,Graduated,3â€“4,Always,Sometimes,Never,1 (Total Exhaustion),Never,No,Less than 5 hours,Never,1 (Very Poor),Rarely,Completely dependent,Never,3â€“4,Severe impact,Always,Never
2026/03/13 10:16:13 PM GMT+6,26,Female,Stamford University,Graduated,5 or more,Never,Sometimes,Sometimes,1 (Total Exhaustion),Rarely,Maybe,6â€“7 hours,Always,3 (Average),Sometimes,Sometimes,Never,5 or more,Minor impact,Rarely,Always
2026/04/14 02:20:43 PM GMT+6,22,Female,University of Rajshahi,2nd Year,3â€“4,Rarely,Sometimes,Sometimes,1 (Total Exhaustion),Rarely,Yes,6â€“7 hours,Never,5 (Excellent),Never,Not at all,Sometimes,1â€“2,Minor impact,Rarely,Always
2026/04/25 06:00:44 PM GMT+6,23,Male,Green University,4th Year,3â€“4,Never,Rarely,Never,2 (Fading Fast),Sometimes,Yes,6â€“7 hours,Never,1 (Very Poor),Always,Not at all,Always,3â€“4,High impact,Sometimes,Never
2026/04/22 04:01:50 PM GMT+6,21,Male,East West University,1st Year,5 or more,Sometimes,Rarely,Often,3 (Full Energy),Sometimes,Maybe,7â€“8 hours,Sometimes,2 (Poor),Sometimes,Not at all,Always,1â€“2,Severe impact,Rarely,Always
2026/04/12 10:54:32 PM GMT+6,23,Male,DIU,3rd Year,3â€“4,Sometimes,Never,Rarely,1 (Total Exhaustion),Never,No,5â€“6 hours,Sometimes,4 (Good),Always,Sometimes,Always,1â€“2,Minor impact,Always,Always
2026/03/13 01:22:12 AM GMT+6,20,Female,IUT,1st Year,3â€“4,Sometimes,Always,Often,1 (Total Exhaustion),Sometimes,Yes,7â€“8 hours,Always,1 (Very Poor),Always,Completely dependent,Sometimes,5 or more,Moderate impact,Never,Never
2026/03/07 05:20:15 PM GMT+6,25,Female,AIUB,4th Year,5 or more,Sometimes,Never,Often,2 (Fading Fast),Rarely,Yes,5â€“6 hours,Never,2 (Poor),Never,Not at all,Always,1â€“2,Severe impact,Never,Always
2026/03/18 11:17:41 AM GMT+6,24,Male,BUP,4th Year,3â€“4,Never,Always,Always,2 (Fading Fast),Never,No,Less than 5 hours,Always,3 (Average),Rarely,Sometimes,Always,1â€“2,Minor impact,Sometimes,Never
2026/03/03 09:17:52 PM GMT+6,21,Male,UIU,1st Year,1â€“2,Always,Rarely,Never,3 (Full Energy),Sometimes,Yes,5â€“6 hours,Sometimes,4 (Good),Sometimes,Not at all,Sometimes,3â€“4,Severe impact,Rarely,Always
2026/04/02 11:41:16 AM GMT+6,26,Female,University of Rajshahi,4th Year,5 or more,Rarely,Rarely,Often,3 (Full Energy),Always,Maybe,7â€“8 hours,Always,3 (Average),Rarely,Completely dependent,Never,5 or more,No impact,Always,Never
2026/03/02 04:31:40 AM GMT+6,22,Male,University of Chittagong,1st Year,1â€“2,Rarely,Rarely,Rarely,1 (Total Exhaustion),Sometimes,Maybe,Less than 5 hours,Always,1 (Very Poor),Rarely,Not at all,Sometimes,1â€“2,No impact,Sometimes,Always
2026/04/30 03:23:10 AM GMT+6,23,Male,Metropolitan University,2nd Year,3â€“4,Always,Always,Never,2 (Fading Fast),Rarely,Yes,More than 8 hours,Always,4 (Good),Sometimes,Completely dependent,Never,5 or more,Moderate impact,Never,Sometimes
2026/03/07 07:16:49 PM GMT+6,22,Male,UIU,2nd Year,5 or more,Sometimes,Rarely,Rarely,2 (Fading Fast),Never,No,7â€“8 hours,Never,3 (Average),Rarely,Not at all,Sometimes,1â€“2,Moderate impact,Always,Always
2026/03/17 12:58:31 AM GMT+6,24,Female,North South University (NSU),3rd Year,5 or more,Always,Sometimes,Always,2 (Fading Fast),Sometimes,Maybe,5â€“6 hours,Sometimes,5 (Excellent),Rarely,Completely dependent,Sometimes,3â€“4,Minor impact,Sometimes,Never
2026/03/10 11:41:45 AM GMT+6,22,Male,AIUB,1st Year,3â€“4,Sometimes,Never,Rarely,1 (Total Exhaustion),Sometimes,Maybe,Less than 5 hours,Sometimes,1 (Very Poor),Rarely,Sometimes,Always,3â€“4,No impact,Often,Always
2026/04/02 12:00:48 AM GMT+6,25,Female,North South University (NSU),Graduated,3â€“4,Sometimes,Always,Never,1 (Total Exhaustion),Never,Yes,5â€“6 hours,Always,4 (Good),Sometimes,Not at all,Never,1â€“2,High impact,Always,Always
2026/03/28 06:22:17 AM GMT+6,25,Female,BUP,3rd Year,1â€“2,Rarely,Never,Rarely,3 (Full Energy),Rarely,Yes,More than 8 hours,Always,3 (Average),Rarely,Sometimes,Never,5 or more,Severe impact,Sometimes,Never
2026/03/24 09:58:53 AM GMT+6,27,Male,BRAC University,Graduated,5 or more,Always,Sometimes,Always,3 (Full Energy),Never,Maybe,More than 8 hours,Always,1 (Very Poor),Sometimes,Completely dependent,Sometimes,1â€“2,Moderate impact,Often,Always
2026/03/14 09:20:44 AM GMT+6,24,Male,North South University (NSU),3rd Year,3â€“4,Sometimes,Rarely,Never,1 (Total Exhaustion),Always,Maybe,5â€“6 hours,Never,1 (Very Poor),Never,Completely dependent,Always,3â€“4,No impact,Always,Sometimes
2026/03/22 02:29:40 PM GMT+6,24,Male,UIU,Graduated,5 or more,Never,Sometimes,Never,2 (Fading Fast),Always,No,6â€“7 hours,Always,3 (Average),Never,Completely dependent,Sometimes,5 or more,No impact,Rarely,Always
2026/03/17 12:47:26 AM GMT+6,21,Female,AUST,1st Year,5 or more,Sometimes,Sometimes,Always,3 (Full Energy),Rarely,Yes,5â€“6 hours,Sometimes,4 (Good),Rarely,Not at all,Never,3â€“4,Minor impact,Never,Sometimes
2026/04/04 01:44:49 PM GMT+6,24,Female,BUET,4th Year,5 or more,Never,Always,Always,3 (Full Energy),Never,Yes,7â€“8 hours,Never,5 (Excellent),Never,Completely dependent,Never,5 or more,Moderate impact,Rarely,Sometimes
2026/03/11 10:54:37 PM GMT+6,26,Male,Green University,1st Year,1â€“2,Always,Always,Always,2 (Fading Fast),Rarely,Yes,5â€“6 hours,Always,5 (Excellent),Never,Sometimes,Sometimes,1â€“2,Minor impact,Always,Never
2026/03/01 01:44:59 AM GMT+6,25,Female,SUST,Graduated,5 or more,Never,Never,Rarely,1 (Total Exhaustion),Always,Yes,More than 8 hours,Sometimes,4 (Good),Rarely,Sometimes,Sometimes,5 or more,Moderate impact,Sometimes,Never
2026/04/26 08:19:17 PM GMT+6,24,Female,BRAC University,4th Year,1â€“2,Rarely,Always,Never,2 (Fading Fast),Rarely,Maybe,More than 8 hours,Never,3 (Average),Never,Not at all,Always,3â€“4,Minor impact,Often,Never
